product,year,region,name,unit,emissivity_type,scope,scenario,emission_factor_n2o
Urea,2020,China,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0063474209650582
Urea,2020,North America,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0057412129980287
Urea,2020,Rest of Asia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0074236272878535
Urea,2020,Russia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0057104825291181
Urea,2020,Europe,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056841264559068
Urea,2020,India,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0069448252911813
Urea,2020,Middle East,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0059389018302828
Urea,2020,Africa,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056665557404326
Urea,2020,Latin America,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.005872811928453
Urea,2020,Oceania,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056929276263087
Ammonium nitrate,2020,China,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004774494569169
Ammonium nitrate,2020,North America,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0043185083249444
Ammonium nitrate,2020,Rest of Asia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0055840109494088
Ammonium nitrate,2020,Russia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042953930380067
Ammonium nitrate,2020,Europe,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042755681470621
Ammonium nitrate,2020,India,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0052238587639143
Ammonium nitrate,2020,Middle East,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004467208759527
Ammonium nitrate,2020,Africa,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004262351553099
Ammonium nitrate,2020,Latin America,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0044174963047992
Ammonium nitrate,2020,Oceania,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042821883382417
Ammonia,2020,China,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0112199999999999
Ammonia,2020,North America,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0101484382700448
Ammonia,2020,Latin America,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0103810587323537
Ammonia,2020,Africa,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100164705882352
Ammonia,2020,Middle East,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0104978823529411
Ammonia,2020,Rest of Asia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0131223529411764
Ammonia,2020,India,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0122759999999999
Ammonia,2020,Oceania,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100630867747397
Ammonia,2020,Russia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100941176470588
Ammonia,2020,Europe,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0042755681470621
Urea,2020,China,Urea,tN2O/tUrea,,3_downstream,FA,0.0063474209650582
Urea,2020,North America,Urea,tN2O/tUrea,,3_downstream,FA,0.0057412129980287
Urea,2020,Latin America,Urea,tN2O/tUrea,,3_downstream,FA,0.005872811928453
Urea,2020,Africa,Urea,tN2O/tUrea,,3_downstream,FA,0.0056665557404326
Urea,2020,Middle East,Urea,tN2O/tUrea,,3_downstream,FA,0.0059389018302828
Urea,2020,Rest of Asia,Urea,tN2O/tUrea,,3_downstream,FA,0.0074236272878535
Urea,2020,India,Urea,tN2O/tUrea,,3_downstream,FA,0.0069448252911813
Urea,2020,Oceania,Urea,tN2O/tUrea,,3_downstream,FA,0.0056929276263087
Urea,2020,Russia,Urea,tN2O/tUrea,,3_downstream,FA,0.0057104825291181
Urea,2020,Europe,Urea,tN2O/tUrea,,3_downstream,FA,0.0056841264559068
Ammonium nitrate,2020,China,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004774494569169
Ammonium nitrate,2020,North America,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0043185083249444
Ammonium nitrate,2020,Latin America,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0044174963047992
Ammonium nitrate,2020,Africa,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004262351553099
Ammonium nitrate,2020,Middle East,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004467208759527
Ammonium nitrate,2020,Rest of Asia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0055840109494088
Ammonium nitrate,2020,India,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0052238587639143
Ammonium nitrate,2020,Oceania,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042821883382417
Ammonium nitrate,2020,Russia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042953930380067
Ammonium nitrate,2020,Europe,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042755681470621
Ammonia,2020,China,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0112199999999999
Ammonia,2020,North America,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0101484382700448
Ammonia,2020,Latin America,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0103810587323537
Ammonia,2020,Africa,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100164705882352
Ammonia,2020,Middle East,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0104978823529411
Ammonia,2020,Rest of Asia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0131223529411764
Ammonia,2020,India,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0122759999999999
Ammonia,2020,Oceania,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100630867747397
Ammonia,2020,Russia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100941176470588
Ammonia,2020,Europe,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0042755681470621
Ammonium nitrate,2020,Africa,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,China,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Europe,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,India,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Latin America,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Middle East,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,North America,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Oceania,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Russia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Rest of Asia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Brazil,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Australia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Namibia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2020,Saudi Arabia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Urea,2020,Brazil,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.005872811928453
Ammonium nitrate,2020,Brazil,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0044174963047992
Ammonia,2020,Brazil,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0103810587323537
Urea,2020,Brazil,Urea,tN2O/tUrea,,3_downstream,FA,0.005872811928453
Ammonium nitrate,2020,Brazil,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0044174963047992
Ammonia,2020,Brazil,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0103810587323537
Urea,2020,Saudi Arabia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0059389018302828
Ammonium nitrate,2020,Saudi Arabia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004467208759527
Ammonia,2020,Saudi Arabia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0104978823529411
Urea,2020,Saudi Arabia,Urea,tN2O/tUrea,,3_downstream,FA,0.0059389018302828
Ammonium nitrate,2020,Saudi Arabia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004467208759527
Ammonia,2020,Saudi Arabia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0104978823529411
Urea,2020,Namibia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056665557404326
Ammonium nitrate,2020,Namibia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004262351553099
Ammonia,2020,Namibia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100164705882352
Urea,2020,Namibia,Urea,tN2O/tUrea,,3_downstream,FA,0.0056665557404326
Ammonium nitrate,2020,Namibia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004262351553099
Ammonia,2020,Namibia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100164705882352
Urea,2020,Australia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056929276263087
Ammonium nitrate,2020,Australia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042821883382417
Ammonia,2020,Australia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100630867747397
Urea,2020,Australia,Urea,tN2O/tUrea,,3_downstream,FA,0.0056929276263087
Ammonium nitrate,2020,Australia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042821883382417
Ammonia,2020,Australia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100630867747397
Urea,2021,China,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0063474209650582
Urea,2021,North America,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0057412129980287
Urea,2021,Rest of Asia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0074236272878535
Urea,2021,Russia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0057104825291181
Urea,2021,Europe,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056841264559068
Urea,2021,India,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0069448252911813
Urea,2021,Middle East,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0059389018302828
Urea,2021,Africa,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056665557404326
Urea,2021,Latin America,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.005872811928453
Urea,2021,Oceania,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056929276263087
Ammonium nitrate,2021,China,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004774494569169
Ammonium nitrate,2021,North America,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0043185083249444
Ammonium nitrate,2021,Rest of Asia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0055840109494088
Ammonium nitrate,2021,Russia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042953930380067
Ammonium nitrate,2021,Europe,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042755681470621
Ammonium nitrate,2021,India,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0052238587639143
Ammonium nitrate,2021,Middle East,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004467208759527
Ammonium nitrate,2021,Africa,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004262351553099
Ammonium nitrate,2021,Latin America,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0044174963047992
Ammonium nitrate,2021,Oceania,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042821883382417
Ammonia,2021,China,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0112199999999999
Ammonia,2021,North America,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0101484382700448
Ammonia,2021,Latin America,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0103810587323537
Ammonia,2021,Africa,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100164705882352
Ammonia,2021,Middle East,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0104978823529411
Ammonia,2021,Rest of Asia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0131223529411764
Ammonia,2021,India,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0122759999999999
Ammonia,2021,Oceania,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100630867747397
Ammonia,2021,Russia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100941176470588
Ammonia,2021,Europe,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0042755681470621
Urea,2021,China,Urea,tN2O/tUrea,,3_downstream,FA,0.0063474209650582
Urea,2021,North America,Urea,tN2O/tUrea,,3_downstream,FA,0.0057412129980287
Urea,2021,Latin America,Urea,tN2O/tUrea,,3_downstream,FA,0.005872811928453
Urea,2021,Africa,Urea,tN2O/tUrea,,3_downstream,FA,0.0056665557404326
Urea,2021,Middle East,Urea,tN2O/tUrea,,3_downstream,FA,0.0059389018302828
Urea,2021,Rest of Asia,Urea,tN2O/tUrea,,3_downstream,FA,0.0074236272878535
Urea,2021,India,Urea,tN2O/tUrea,,3_downstream,FA,0.0069448252911813
Urea,2021,Oceania,Urea,tN2O/tUrea,,3_downstream,FA,0.0056929276263087
Urea,2021,Russia,Urea,tN2O/tUrea,,3_downstream,FA,0.0057104825291181
Urea,2021,Europe,Urea,tN2O/tUrea,,3_downstream,FA,0.0056841264559068
Ammonium nitrate,2021,China,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004774494569169
Ammonium nitrate,2021,North America,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0043185083249444
Ammonium nitrate,2021,Latin America,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0044174963047992
Ammonium nitrate,2021,Africa,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004262351553099
Ammonium nitrate,2021,Middle East,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004467208759527
Ammonium nitrate,2021,Rest of Asia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0055840109494088
Ammonium nitrate,2021,India,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0052238587639143
Ammonium nitrate,2021,Oceania,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042821883382417
Ammonium nitrate,2021,Russia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042953930380067
Ammonium nitrate,2021,Europe,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042755681470621
Ammonia,2021,China,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0112199999999999
Ammonia,2021,North America,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0101484382700448
Ammonia,2021,Latin America,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0103810587323537
Ammonia,2021,Africa,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100164705882352
Ammonia,2021,Middle East,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0104978823529411
Ammonia,2021,Rest of Asia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0131223529411764
Ammonia,2021,India,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0122759999999999
Ammonia,2021,Oceania,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100630867747397
Ammonia,2021,Russia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100941176470588
Ammonia,2021,Europe,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0042755681470621
Ammonium nitrate,2021,Africa,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,China,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Europe,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,India,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Latin America,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Middle East,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,North America,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Oceania,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Russia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Rest of Asia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Brazil,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Australia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Namibia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2021,Saudi Arabia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Urea,2021,Brazil,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.005872811928453
Ammonium nitrate,2021,Brazil,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0044174963047992
Ammonia,2021,Brazil,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0103810587323537
Urea,2021,Brazil,Urea,tN2O/tUrea,,3_downstream,FA,0.005872811928453
Ammonium nitrate,2021,Brazil,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0044174963047992
Ammonia,2021,Brazil,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0103810587323537
Urea,2021,Saudi Arabia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0059389018302828
Ammonium nitrate,2021,Saudi Arabia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004467208759527
Ammonia,2021,Saudi Arabia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0104978823529411
Urea,2021,Saudi Arabia,Urea,tN2O/tUrea,,3_downstream,FA,0.0059389018302828
Ammonium nitrate,2021,Saudi Arabia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004467208759527
Ammonia,2021,Saudi Arabia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0104978823529411
Urea,2021,Namibia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056665557404326
Ammonium nitrate,2021,Namibia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004262351553099
Ammonia,2021,Namibia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100164705882352
Urea,2021,Namibia,Urea,tN2O/tUrea,,3_downstream,FA,0.0056665557404326
Ammonium nitrate,2021,Namibia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004262351553099
Ammonia,2021,Namibia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100164705882352
Urea,2021,Australia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056929276263087
Ammonium nitrate,2021,Australia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042821883382417
Ammonia,2021,Australia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100630867747397
Urea,2021,Australia,Urea,tN2O/tUrea,,3_downstream,FA,0.0056929276263087
Ammonium nitrate,2021,Australia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042821883382417
Ammonia,2021,Australia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100630867747397
Urea,2022,China,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0063474209650582
Urea,2022,North America,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0057412129980287
Urea,2022,Rest of Asia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0074236272878535
Urea,2022,Russia,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0057104825291181
Urea,2022,Europe,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056841264559068
Urea,2022,India,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0069448252911813
Urea,2022,Middle East,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0059389018302828
Urea,2022,Africa,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056665557404326
Urea,2022,Latin America,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.005872811928453
Urea,2022,Oceania,Urea,tN2O/tUrea,0.0,3_downstream,"BAU,LC",0.0056929276263087
Ammonium nitrate,2022,China,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004774494569169
Ammonium nitrate,2022,North America,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0043185083249444
Ammonium nitrate,2022,Rest of Asia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0055840109494088
Ammonium nitrate,2022,Russia,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042953930380067
Ammonium nitrate,2022,Europe,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042755681470621
Ammonium nitrate,2022,India,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0052238587639143
Ammonium nitrate,2022,Middle East,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004467208759527
Ammonium nitrate,2022,Africa,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.004262351553099
Ammonium nitrate,2022,Latin America,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0044174963047992
Ammonium nitrate,2022,Oceania,Ammonium nitrate,tN2O/tAN,0.0,3_downstream,"BAU,LC",0.0042821883382417
Ammonia,2022,China,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0112199999999999
Ammonia,2022,North America,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0101484382700448
Ammonia,2022,Latin America,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0103810587323537
Ammonia,2022,Africa,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100164705882352
Ammonia,2022,Middle East,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0104978823529411
Ammonia,2022,Rest of Asia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0131223529411764
Ammonia,2022,India,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0122759999999999
Ammonia,2022,Oceania,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100630867747397
Ammonia,2022,Russia,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0100941176470588
Ammonia,2022,Europe,Ammonia,tN2O/tNH3,,3_downstream,"BAU,LC",0.0042755681470621
Urea,2022,China,Urea,tN2O/tUrea,,3_downstream,FA,0.0063474209650582
Urea,2022,North America,Urea,tN2O/tUrea,,3_downstream,FA,0.0057412129980287
Urea,2022,Latin America,Urea,tN2O/tUrea,,3_downstream,FA,0.005872811928453
Urea,2022,Africa,Urea,tN2O/tUrea,,3_downstream,FA,0.0056665557404326
Urea,2022,Middle East,Urea,tN2O/tUrea,,3_downstream,FA,0.0059389018302828
Urea,2022,Rest of Asia,Urea,tN2O/tUrea,,3_downstream,FA,0.0074236272878535
Urea,2022,India,Urea,tN2O/tUrea,,3_downstream,FA,0.0069448252911813
Urea,2022,Oceania,Urea,tN2O/tUrea,,3_downstream,FA,0.0056929276263087
Urea,2022,Russia,Urea,tN2O/tUrea,,3_downstream,FA,0.0057104825291181
Urea,2022,Europe,Urea,tN2O/tUrea,,3_downstream,FA,0.0056841264559068
Ammonium nitrate,2022,China,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004774494569169
Ammonium nitrate,2022,North America,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0043185083249444
Ammonium nitrate,2022,Latin America,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0044174963047992
Ammonium nitrate,2022,Africa,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004262351553099
Ammonium nitrate,2022,Middle East,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.004467208759527
Ammonium nitrate,2022,Rest of Asia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0055840109494088
Ammonium nitrate,2022,India,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0052238587639143
Ammonium nitrate,2022,Oceania,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042821883382417
Ammonium nitrate,2022,Russia,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042953930380067
Ammonium nitrate,2022,Europe,Ammonium nitrate,tN2O/tAN,,3_downstream,FA,0.0042755681470621
Ammonia,2022,China,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0112199999999999
Ammonia,2022,North America,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0101484382700448
Ammonia,2022,Latin America,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0103810587323537
Ammonia,2022,Africa,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100164705882352
Ammonia,2022,Middle East,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0104978823529411
Ammonia,2022,Rest of Asia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0131223529411764
Ammonia,2022,India,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0122759999999999
Ammonia,2022,Oceania,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100630867747397
Ammonia,2022,Russia,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0100941176470588
Ammonia,2022,Europe,Ammonia,tN2O/tNH3,,3_downstream,FA,0.0042755681470621
Ammonium nitrate,2022,Africa,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,China,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,Europe,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,India,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,Latin America,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,Middle East,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,North America,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,Oceania,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,Russia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
Ammonium nitrate,2022,Rest of Asia,Nitric acid,tN2O/tAN,0.0,1,,0.0047232112739402
