product,year,region,emissivity_type,unit,name,scenario,scope,emission_factor_ch4
Ammonium nitrate,2027,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002805355146495
Urea,2027,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002805355146495
Ammonia,2027,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002805355146495
Ammonium nitrate,2027,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002805355146495
Urea,2027,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002805355146495
Ammonia,2027,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003526800822089
Ammonium nitrate,2027,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003526800822089
Urea,2027,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003526800822089
Ammonia,2027,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002805355146495
Ammonium nitrate,2027,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002805355146495
Urea,2027,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002805355146495
Ammonia,2027,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006423555852561
Ammonium nitrate,2027,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006423555852561
Urea,2027,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006423555852561
Ammonia,2027,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014561124569511
Ammonium nitrate,2027,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014561124569511
Urea,2027,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014561124569511
Ammonia,2027,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006301253922234
Ammonium nitrate,2027,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006301253922234
Urea,2027,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006301253922234
Ammonia,2027,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002844639848248
Ammonium nitrate,2027,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002844639848248
Urea,2027,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002844639848248
Ammonia,2027,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Ammonium nitrate,2027,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Urea,2027,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Ammonia,2027,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006301253922234
Ammonium nitrate,2027,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006301253922234
Urea,2027,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006301253922234
Ammonia,2027,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Ammonium nitrate,2027,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Urea,2027,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Ammonia,2027,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006423555852561
Ammonium nitrate,2027,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006423555852561
Urea,2027,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006423555852561
Ammonia,2027,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Ammonium nitrate,2027,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Urea,2027,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Ammonia,2027,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014561124569511
Ammonium nitrate,2027,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014561124569511
Urea,2027,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014561124569511
Ammonia,2027,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Ammonium nitrate,2027,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Urea,2027,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002924
Ammonia,2027,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002844639848248
Ammonium nitrate,2027,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002844639848248
Urea,2027,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002844639848248
Ammonia,2028,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Ammonium nitrate,2028,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Urea,2028,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Ammonia,2028,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003230390542878
Ammonium nitrate,2028,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003230390542878
Urea,2028,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003230390542878
Ammonia,2028,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Ammonium nitrate,2028,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Urea,2028,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Ammonia,2028,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Ammonium nitrate,2028,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Urea,2028,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Ammonia,2028,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003444782198319
Ammonium nitrate,2028,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003444782198319
Urea,2028,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003444782198319
Ammonia,2028,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Ammonium nitrate,2028,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Urea,2028,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002740114329135
Ammonia,2028,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006274170832734
Ammonium nitrate,2028,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006274170832734
Urea,2028,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006274170832734
Ammonia,2028,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014222493765569
Ammonium nitrate,2028,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014222493765569
Urea,2028,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014222493765569
Ammonia,2028,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006154713133345
Ammonium nitrate,2028,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006154713133345
Urea,2028,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006154713133345
Ammonia,2028,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002778485433172
Ammonium nitrate,2028,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002778485433172
Urea,2028,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002778485433172
Ammonia,2028,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006154713133345
Ammonium nitrate,2028,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006154713133345
Urea,2028,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006154713133345
Ammonia,2028,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006274170832734
Ammonium nitrate,2028,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006274170832734
Urea,2028,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006274170832734
Ammonia,2028,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014222493765569
Ammonium nitrate,2028,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014222493765569
Urea,2028,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0014222493765569
Ammonia,2028,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonium nitrate,2028,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Urea,2028,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002856
Ammonia,2028,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002778485433172
Ammonium nitrate,2028,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002778485433172
Urea,2028,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002778485433172
Ammonia,2029,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Ammonium nitrate,2029,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Urea,2029,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Ammonia,2029,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003153476482333
Ammonium nitrate,2029,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003153476482333
Urea,2029,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003153476482333
Ammonia,2029,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Ammonium nitrate,2029,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Urea,2029,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Ammonia,2029,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Ammonium nitrate,2029,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Urea,2029,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Ammonia,2029,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000336276357455
Ammonium nitrate,2029,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000336276357455
Urea,2029,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000336276357455
Ammonia,2029,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Ammonium nitrate,2029,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Urea,2029,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002674873511774
Ammonia,2029,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006124785812907
Ammonium nitrate,2029,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006124785812907
Urea,2029,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006124785812907
Ammonia,2029,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013883862961626
Ammonium nitrate,2029,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013883862961626
Urea,2029,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013883862961626
Ammonia,2029,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006008172344456
Ammonium nitrate,2029,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006008172344456
Urea,2029,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006008172344456
Ammonia,2029,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002712331018097
Ammonium nitrate,2029,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002712331018097
Urea,2029,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002712331018097
Ammonia,2029,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006008172344456
Ammonium nitrate,2029,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006008172344456
Urea,2029,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006008172344456
Ammonia,2029,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006124785812907
Ammonium nitrate,2029,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006124785812907
Urea,2029,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0006124785812907
Ammonia,2029,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013883862961626
Ammonium nitrate,2029,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013883862961626
Urea,2029,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013883862961626
Ammonia,2029,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonium nitrate,2029,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Urea,2029,Australia,Fossil,tCH4/GJ,Coal,,3_upstream,0.0002788
Ammonia,2029,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002712331018097
Ammonium nitrate,2029,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002712331018097
Urea,2029,Australia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002712331018097
Ammonia,2030,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,China,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,North America,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Rest of Asia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Russia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Europe,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,India,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Middle East,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Africa,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Latin America,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Oceania,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Ammonium nitrate,2030,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Urea,2030,China,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Ammonia,2030,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003076562421788
Ammonium nitrate,2030,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003076562421788
Urea,2030,North America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0003076562421788
Ammonia,2030,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Ammonium nitrate,2030,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Urea,2030,Rest of Asia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Ammonia,2030,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Ammonium nitrate,2030,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Urea,2030,Russia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Ammonia,2030,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000328074495078
Ammonium nitrate,2030,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000328074495078
Urea,2030,Europe,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000328074495078
Ammonia,2030,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Ammonium nitrate,2030,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Urea,2030,India,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002609632694414
Ammonia,2030,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000597540079308
Ammonium nitrate,2030,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000597540079308
Urea,2030,Middle East,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000597540079308
Ammonia,2030,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013545232157684
Ammonium nitrate,2030,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013545232157684
Urea,2030,Africa,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013545232157684
Ammonia,2030,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005861631555567
Ammonium nitrate,2030,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005861631555567
Urea,2030,Latin America,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005861631555567
Ammonia,2030,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002646176603021
Ammonium nitrate,2030,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002646176603021
Urea,2030,Oceania,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0002646176603021
Ammonia,2030,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Brazil,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005861631555567
Ammonium nitrate,2030,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005861631555567
Urea,2030,Brazil,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0005861631555567
Ammonia,2030,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Saudi Arabia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000597540079308
Ammonium nitrate,2030,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000597540079308
Urea,2030,Saudi Arabia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.000597540079308
Ammonia,2030,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonium nitrate,2030,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Urea,2030,Namibia,Fossil,tCH4/GJ,Coal,,3_upstream,0.000272
Ammonia,2030,Namibia,Fossil,tCH4/GJ,Natural gas,,3_upstream,0.0013545232157684
