product,technology,year,region,co2_scope1,co2_scope1_captured,co2_scope2,co2_scope3_upstream,co2_scope3_downstream,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,China - North,1.8227008,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,China - North,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,China - North,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,China - North,0.0627075,,0.3167965,,,
Aluminium,Inert Anode + Grid,2049,China - North,0.0627075,,0.3167965,,,
Aluminium,Inert Anode + Coal,2049,China - North,22.9294859,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,China - North,6.9348588,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,China - North,2.3493854,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,China - North,0.7499227,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,China - North,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,China - North,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,China - North West,2.0927075,,0.2457393,,,
Aluminium,Carbon Anode + Grid,2049,China - North West,2.0927075,,0.2457393,,,
Aluminium,Carbon Anode + Coal,2049,China - North West,24.9594859,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,China - North West,8.9648588,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,China - North West,4.3793854,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,China - North West,2.7799227,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,China - North West,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,China - North West,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,China - North West,1.1354857,,0.2457393,,,
Aluminium,Carbon Anode+CCS + Grid,2049,China - North West,1.1354857,,0.2457393,,,
Aluminium,Carbon Anode+CCS + Coal,2049,China - North West,24.0022640,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,China - North West,8.0076369,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,China - North West,3.4221635,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,China - North West,1.8227008,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,China - North West,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,China - North West,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,China - North West,0.0627075,,0.2457393,,,
Aluminium,Inert Anode + Grid,2049,China - North West,0.0627075,,0.2457393,,,
Aluminium,Inert Anode + Coal,2049,China - North West,22.9294859,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,China - North West,6.9348588,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,China - North West,2.3493854,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,China - North West,0.7499227,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,China - North West,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,China - North West,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,China - North East,2.0927075,,0.3523251,,,
Aluminium,Carbon Anode + Grid,2049,China - North East,2.0927075,,0.3523251,,,
Aluminium,Carbon Anode + Coal,2049,China - North East,24.9594859,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,China - North East,8.9648588,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,China - North East,4.3793854,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,China - North East,2.7799227,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,China - North East,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,China - North East,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,China - North East,1.1354857,,0.3523251,,,
Aluminium,Carbon Anode+CCS + Grid,2049,China - North East,1.1354857,,0.3523251,,,
Aluminium,Carbon Anode+CCS + Coal,2049,China - North East,24.0022640,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,China - North East,8.0076369,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,China - North East,3.4221635,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,China - North East,1.8227008,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,China - North East,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,China - North East,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,China - North East,0.0627075,,0.3523251,,,
Aluminium,Inert Anode + Grid,2049,China - North East,0.0627075,,0.3523251,,,
Aluminium,Inert Anode + Coal,2049,China - North East,22.9294859,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,China - North East,6.9348588,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,China - North East,2.3493854,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,China - North East,0.7499227,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,China - North East,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,China - North East,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,China - Central,2.0927075,,0.1658000,,,
Aluminium,Carbon Anode + Grid,2049,China - Central,2.0927075,,0.1658000,,,
Aluminium,Carbon Anode + Coal,2049,China - Central,24.9594859,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,China - Central,8.9648588,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,China - Central,4.3793854,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,China - Central,2.7799227,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,China - Central,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,China - Central,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,China - Central,1.1354857,,0.1658000,,,
Aluminium,Carbon Anode+CCS + Grid,2049,China - Central,1.1354857,,0.1658000,,,
Aluminium,Carbon Anode+CCS + Coal,2049,China - Central,24.0022640,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,China - Central,8.0076369,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,China - Central,3.4221635,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,China - Central,1.8227008,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,China - Central,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,China - Central,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,China - Central,0.0627075,,0.1658000,,,
Aluminium,Inert Anode + Grid,2049,China - Central,0.0627075,,0.1658000,,,
Aluminium,Inert Anode + Coal,2049,China - Central,22.9294859,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,China - Central,6.9348588,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,China - Central,2.3493854,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,China - Central,0.7499227,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,China - Central,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,China - Central,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,China - South,2.0927075,,0.1806036,,,
Aluminium,Carbon Anode + Grid,2049,China - South,2.0927075,,0.1806036,,,
Aluminium,Carbon Anode + Coal,2049,China - South,24.9594859,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,China - South,8.9648588,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,China - South,4.3793854,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,China - South,2.7799227,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,China - South,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,China - South,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,China - South,1.1354857,,0.1806036,,,
Aluminium,Carbon Anode+CCS + Grid,2049,China - South,1.1354857,,0.1806036,,,
Aluminium,Carbon Anode+CCS + Coal,2049,China - South,24.0022640,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,China - South,8.0076369,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,China - South,3.4221635,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,China - South,1.8227008,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,China - South,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,China - South,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,China - South,0.0627075,,0.1806036,,,
Aluminium,Inert Anode + Grid,2049,China - South,0.0627075,,0.1806036,,,
Aluminium,Inert Anode + Coal,2049,China - South,22.9294859,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,China - South,6.9348588,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,China - South,2.3493854,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,China - South,0.7499227,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,China - South,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,China - South,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,China - East,2.0927075,,0.2457393,,,
Aluminium,Carbon Anode + Grid,2049,China - East,2.0927075,,0.2457393,,,
Aluminium,Carbon Anode + Coal,2049,China - East,24.9594859,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,China - East,8.9648588,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,China - East,4.3793854,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,China - East,2.7799227,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,China - East,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,China - East,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,China - East,1.1354857,,0.2457393,,,
Aluminium,Carbon Anode+CCS + Grid,2049,China - East,1.1354857,,0.2457393,,,
Aluminium,Carbon Anode+CCS + Coal,2049,China - East,24.0022640,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,China - East,8.0076369,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,China - East,3.4221635,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,China - East,1.8227008,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,China - East,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,China - East,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,China - East,0.0627075,,0.2457393,,,
Aluminium,Inert Anode + Grid,2049,China - East,0.0627075,,0.2457393,,,
Aluminium,Inert Anode + Coal,2049,China - East,22.9294859,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,China - East,6.9348588,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,China - East,2.3493854,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,China - East,0.7499227,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,China - East,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,China - East,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,Rest of Asia,2.0927075,,0.2892689,,,
Aluminium,Carbon Anode + Grid,2049,Rest of Asia,2.0927075,,0.2892689,,,
Aluminium,Carbon Anode + Coal,2049,Rest of Asia,27.2304611,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,Rest of Asia,9.6473548,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,Rest of Asia,4.6064829,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,Rest of Asia,2.8481723,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,Rest of Asia,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,Rest of Asia,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,Rest of Asia,1.1354857,,0.2892689,,,
Aluminium,Carbon Anode+CCS + Grid,2049,Rest of Asia,1.1354857,,0.2892689,,,
Aluminium,Carbon Anode+CCS + Coal,2049,Rest of Asia,26.2732392,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,Rest of Asia,8.6901329,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,Rest of Asia,3.6492610,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,Rest of Asia,1.8909504,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,Rest of Asia,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,Rest of Asia,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,Rest of Asia,0.0627075,,0.2892689,,,
Aluminium,Inert Anode + Grid,2049,Rest of Asia,0.0627075,,0.2892689,,,
Aluminium,Inert Anode + Coal,2049,Rest of Asia,25.2004611,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,Rest of Asia,7.6173548,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,Rest of Asia,2.5764829,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,Rest of Asia,0.8181723,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,Rest of Asia,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,Rest of Asia,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,US,2.0927075,,0.0353001,,,
Aluminium,Carbon Anode + Grid,2049,US,2.0927075,,0.0353001,,,
Aluminium,Carbon Anode + Natural Gas,2049,US,10.0000200,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,US,4.7238307,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,US,2.8834388,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,US,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,US,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,US,1.1354857,,0.0353001,,,
Aluminium,Carbon Anode+CCS + Grid,2049,US,1.1354857,,0.0353001,,,
Aluminium,Carbon Anode+CCS + Coal,2049,US,27.4467171,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,US,9.0427981,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,US,3.7666088,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,US,1.9262169,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,US,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,US,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,US,0.0627075,,0.0353001,,,
Aluminium,Inert Anode + Grid,2049,US,0.0627075,,0.0353001,,,
Aluminium,Inert Anode + Coal,2049,US,26.3739390,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,US,7.9700200,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,US,2.6938307,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,US,0.8534388,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,US,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,US,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,Russia,2.0927075,,0.1118367,,,
Aluminium,Carbon Anode + Grid,2049,Russia,2.0927075,,0.1118367,,,
Aluminium,Carbon Anode + Natural Gas,2049,Russia,9.9573957,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,Russia,4.7096477,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,Russia,2.8791764,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,Russia,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,Russia,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,Russia,1.1354857,,0.1118367,,,
Aluminium,Carbon Anode+CCS + Grid,2049,Russia,1.1354857,,0.1118367,,,
Aluminium,Carbon Anode+CCS + Coal,2049,Russia,27.3048867,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,Russia,9.0001738,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,Russia,3.7524258,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,Russia,1.9219545,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,Russia,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,Russia,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,Russia,0.0627075,,0.1118367,,,
Aluminium,Inert Anode + Grid,2049,Russia,0.0627075,,0.1118367,,,
Aluminium,Inert Anode + Coal,2049,Russia,26.2321086,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,Russia,7.9273957,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,Russia,2.6796477,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,Russia,0.8491764,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,Russia,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,Russia,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,Rest of Europe,2.0927075,,0.0018750,,,
Aluminium,Carbon Anode + Grid,2049,Rest of Europe,2.0927075,,0.0018750,,,
Aluminium,Carbon Anode + Coal,2049,Rest of Europe,28.2621086,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,Rest of Europe,9.9573957,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,Rest of Europe,4.7096477,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,Rest of Europe,2.8791764,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,Rest of Europe,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,Rest of Europe,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,Rest of Europe,1.1354857,,0.0018750,,,
Aluminium,Carbon Anode+CCS + Grid,2049,Rest of Europe,1.1354857,,0.0018750,,,
Aluminium,Carbon Anode+CCS + Coal,2049,Rest of Europe,27.3048867,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,Rest of Europe,9.0001738,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,Rest of Europe,3.7524258,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,Rest of Europe,1.9219545,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,Rest of Europe,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,Rest of Europe,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,Rest of Europe,0.0627075,,0.0018750,,,
Aluminium,Inert Anode + Grid,2049,Rest of Europe,0.0627075,,0.0018750,,,
Aluminium,Inert Anode + Coal,2049,Rest of Europe,26.2321086,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,Rest of Europe,7.9273957,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,Rest of Europe,2.6796477,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,Rest of Europe,0.8491764,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,Rest of Europe,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,Rest of Europe,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,Middle East,2.0927075,,0.0606400,,,
Aluminium,Carbon Anode + Grid,2049,Middle East,2.0927075,,0.0606400,,,
Aluminium,Carbon Anode + Coal,2049,Middle East,27.6373793,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,Middle East,9.7696459,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,Middle East,4.6471747,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,Middle East,2.8604014,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,Middle East,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,Middle East,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,Middle East,1.1354857,,0.0606400,,,
Aluminium,Carbon Anode+CCS + Grid,2049,Middle East,1.1354857,,0.0606400,,,
Aluminium,Carbon Anode+CCS + Coal,2049,Middle East,26.6801574,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,Middle East,8.8124240,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,Middle East,3.6899528,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,Middle East,1.9031795,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,Middle East,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,Middle East,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,Middle East,0.0627075,,0.0606400,,,
Aluminium,Inert Anode + Grid,2049,Middle East,0.0627075,,0.0606400,,,
Aluminium,Inert Anode + Coal,2049,Middle East,25.6073793,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,Middle East,7.7396459,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,Middle East,2.6171747,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,Middle East,0.8304014,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,Middle East,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,Middle East,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,Africa,2.0927075,,0.1526270,,,
Aluminium,Carbon Anode + Grid,2049,Africa,2.0927075,,0.1526270,,,
Aluminium,Carbon Anode + Coal,2049,Africa,26.6884663,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,Africa,9.4844691,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,Africa,4.5522834,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,Africa,2.8318837,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,Africa,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,Africa,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,Africa,1.1354857,,0.1526270,,,
Aluminium,Carbon Anode+CCS + Grid,2049,Africa,1.1354857,,0.1526270,,,
Aluminium,Carbon Anode+CCS + Coal,2049,Africa,25.7312444,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,Africa,8.5272472,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,Africa,3.5950615,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,Africa,1.8746618,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,Africa,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,Africa,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,Africa,0.0627075,,0.1526270,,,
Aluminium,Inert Anode + Grid,2049,Africa,0.0627075,,0.1526270,,,
Aluminium,Inert Anode + Coal,2049,Africa,24.6584663,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,Africa,7.4544691,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,Africa,2.5222834,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,Africa,0.8018837,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,Africa,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,Africa,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,South America,2.0927075,,0.0688087,,,
Aluminium,Carbon Anode + Grid,2049,South America,2.0927075,,0.0688087,,,
Aluminium,Carbon Anode + Natural Gas,2049,South America,10.8048071,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,South America,4.9916200,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,South America,2.9639175,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,South America,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode + Small Modular Reactor,2049,South America,2.0927075,,0.0000000,,,
Aluminium,Carbon Anode+CCS + PPA+Grid,2049,South America,1.1354857,,0.0688087,,,
Aluminium,Carbon Anode+CCS + Grid,2049,South America,1.1354857,,0.0688087,,,
Aluminium,Carbon Anode+CCS + Coal,2049,South America,30.1246105,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas,2049,South America,9.8475852,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Coal+CCS,2049,South America,4.0343981,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Natural Gas+CCS,2049,South America,2.0066956,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Hydro,2049,South America,1.1354857,,0.0000000,,,
Aluminium,Carbon Anode+CCS + Small Modular Reactor,2049,South America,1.1354857,,0.0000000,,,
Aluminium,Inert Anode + PPA+Grid,2049,South America,0.0627075,,0.0688087,,,
Aluminium,Inert Anode + Grid,2049,South America,0.0627075,,0.0688087,,,
Aluminium,Inert Anode + Coal,2049,South America,29.0518324,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas,2049,South America,8.7748071,,0.0000000,,,
Aluminium,Inert Anode + Coal+CCS,2049,South America,2.9616200,,0.0000000,,,
Aluminium,Inert Anode + Natural Gas+CCS,2049,South America,0.9339175,,0.0000000,,,
Aluminium,Inert Anode + Hydro,2049,South America,0.0627075,,0.0000000,,,
Aluminium,Inert Anode + Small Modular Reactor,2049,South America,0.0627075,,0.0000000,,,
Aluminium,Carbon Anode + PPA+Grid,2049,Oceania,2.0927075,,0.1261467,,,
Aluminium,Carbon Anode + Grid,2049,Oceania,2.0927075,,0.1261467,,,
Aluminium,Carbon Anode + Coal,2049,Russia,28.2621086,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas,2049,Oceania,9.4580827,,0.0000000,,,
Aluminium,Carbon Anode + Coal+CCS,2049,Oceania,4.5435034,,0.0000000,,,
Aluminium,Carbon Anode + Natural Gas+CCS,2049,Oceania,2.8292451,,0.0000000,,,
Aluminium,Carbon Anode + Hydro,2049,Oceania,2.0927075,,0.0000000,,,
