product,year,region,scope,scenario,unit,name,emissivity_type,emission_factor_co2
Ammonia,2020,China,2,,tCO2/GJ,Electricity - grid,Fossil,0.1825344308079019
Ammonium nitrate,2020,China,2,,tCO2/GJ,Electricity - grid,Fossil,0.1825344308079019
Urea,2020,China,2,,tCO2/GJ,Electricity - grid,Fossil,0.1825344308079019
Ammonia,2020,North America,2,,tCO2/GJ,Electricity - grid,Fossil,0.1055000160349744
Ammonium nitrate,2020,North America,2,,tCO2/GJ,Electricity - grid,Fossil,0.1055000160349744
Urea,2020,North America,2,,tCO2/GJ,Electricity - grid,Fossil,0.1055000160349744
Ammonia,2020,Rest of Asia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1407147638135853
Ammonium nitrate,2020,Rest of Asia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1407147638135853
Urea,2020,Rest of Asia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1407147638135853
Ammonia,2020,Russia,2,,tCO2/GJ,Electricity - grid,Fossil,0.0905335925819533
Ammonium nitrate,2020,Russia,2,,tCO2/GJ,Electricity - grid,Fossil,0.0905335925819533
Urea,2020,Russia,2,,tCO2/GJ,Electricity - grid,Fossil,0.0905335925819533
Ammonia,2020,Europe,2,,tCO2/GJ,Electricity - grid,Fossil,0.0663421463793155
Ammonium nitrate,2020,Europe,2,,tCO2/GJ,Electricity - grid,Fossil,0.0663421463793155
Urea,2020,Europe,2,,tCO2/GJ,Electricity - grid,Fossil,0.0663421463793155
Ammonia,2020,India,2,,tCO2/GJ,Electricity - grid,Fossil,0.2020423965800433
Ammonium nitrate,2020,India,2,,tCO2/GJ,Electricity - grid,Fossil,0.2020423965800433
Urea,2020,India,2,,tCO2/GJ,Electricity - grid,Fossil,0.2020423965800433
Ammonia,2020,Middle East,2,,tCO2/GJ,Electricity - grid,Fossil,0.0797588584779181
Ammonium nitrate,2020,Middle East,2,,tCO2/GJ,Electricity - grid,Fossil,0.0797588584779181
Urea,2020,Middle East,2,,tCO2/GJ,Electricity - grid,Fossil,0.0797588584779181
Ammonia,2020,Africa,2,,tCO2/GJ,Electricity - grid,Fossil,0.1235515584802676
Ammonium nitrate,2020,Africa,2,,tCO2/GJ,Electricity - grid,Fossil,0.1235515584802676
Urea,2020,Africa,2,,tCO2/GJ,Electricity - grid,Fossil,0.1235515584802676
Ammonia,2020,Latin America,2,,tCO2/GJ,Electricity - grid,Fossil,0.0567821449629698
Ammonium nitrate,2020,Latin America,2,,tCO2/GJ,Electricity - grid,Fossil,0.0567821449629698
Urea,2020,Latin America,2,,tCO2/GJ,Electricity - grid,Fossil,0.0567821449629698
Ammonia,2020,Oceania,2,,tCO2/GJ,Electricity - grid,Fossil,0.1745180472950019
Ammonium nitrate,2020,Oceania,2,,tCO2/GJ,Electricity - grid,Fossil,0.1745180472950019
Urea,2020,Oceania,2,,tCO2/GJ,Electricity - grid,Fossil,0.1745180472950019
Ammonia,2020,China,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Ammonium nitrate,2020,China,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Urea,2020,China,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Ammonia,2020,North America,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0007712915736666
Ammonium nitrate,2020,North America,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0007712915736666
Urea,2020,North America,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0007712915736666
Ammonia,2020,Rest of Asia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Ammonium nitrate,2020,Rest of Asia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Urea,2020,Rest of Asia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Ammonia,2020,Russia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Ammonium nitrate,2020,Russia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Urea,2020,Russia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Ammonia,2020,Europe,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0015249421657736
Ammonium nitrate,2020,Europe,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0015249421657736
Urea,2020,Europe,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0015249421657736
Ammonia,2020,India,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Ammonium nitrate,2020,India,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Urea,2020,India,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0008570273205491
Ammonia,2020,Middle East,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0040932258169005
Ammonium nitrate,2020,Middle East,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0040932258169005
Urea,2020,Middle East,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0040932258169005
Ammonia,2020,Africa,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0102921610369597
Ammonium nitrate,2020,Africa,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0102921610369597
Urea,2020,Africa,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0102921610369597
Ammonia,2020,Latin America,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0046859546140478
Ammonium nitrate,2020,Latin America,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0046859546140478
Urea,2020,Latin America,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0046859546140478
Ammonia,2020,Oceania,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0012977159055098
Ammonium nitrate,2020,Oceania,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0012977159055098
Urea,2020,Oceania,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0012977159055098
Ammonia,2020,China,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,China,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,China,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Rest of Asia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Rest of Asia,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Rest of Asia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,North America,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,North America,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,North America,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Russia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Russia,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Russia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Europe,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Europe,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Europe,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,India,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,India,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,India,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Middle East,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Middle East,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Middle East,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Africa,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Africa,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Africa,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Latin America,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Latin America,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Latin America,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Oceania,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Oceania,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Oceania,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Brazil,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Brazil,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Brazil,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Saudi Arabia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Saudi Arabia,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Saudi Arabia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Namibia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Namibia,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Namibia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,Australia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonium nitrate,2020,Australia,1,,tCO2/GJ,Coal,Fossil,0.0946
Urea,2020,Australia,1,,tCO2/GJ,Coal,Fossil,0.0946
Ammonia,2020,China,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,China,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,China,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Rest of Asia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Rest of Asia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Rest of Asia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,North America,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,North America,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,North America,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Russia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Russia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Russia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Europe,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Europe,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Europe,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,India,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,India,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,India,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Middle East,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Middle East,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Middle East,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Africa,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Africa,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Africa,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Latin America,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Latin America,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Latin America,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Oceania,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Oceania,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Oceania,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Brazil,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Brazil,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Brazil,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Saudi Arabia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Saudi Arabia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Saudi Arabia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Namibia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Namibia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Namibia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,Australia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonium nitrate,2020,Australia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Urea,2020,Australia,1,,tCO2/GJ,Natural gas,Fossil,0.0561
Ammonia,2020,China,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,China,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,China,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Rest of Asia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Rest of Asia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Rest of Asia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,North America,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,North America,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,North America,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Russia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Russia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Russia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Europe,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Europe,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Europe,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,India,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,India,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,India,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Middle East,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Middle East,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Middle East,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Africa,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Africa,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Africa,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Latin America,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Latin America,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Latin America,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Oceania,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Oceania,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Oceania,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Brazil,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Brazil,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Brazil,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Saudi Arabia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Saudi Arabia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Saudi Arabia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Namibia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Namibia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Namibia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,Australia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonium nitrate,2020,Australia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Urea,2020,Australia,1,,tCO2/GJ,Wet biomass,Bio,0.112
Ammonia,2020,China,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,China,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,China,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Rest of Asia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Rest of Asia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Rest of Asia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,North America,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,North America,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,North America,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Russia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Russia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Russia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Europe,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Europe,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Europe,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,India,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,India,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,India,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Middle East,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Middle East,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Middle East,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Africa,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Africa,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Africa,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Latin America,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Latin America,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Latin America,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Oceania,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Oceania,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Oceania,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Brazil,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Brazil,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Brazil,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Saudi Arabia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Saudi Arabia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Saudi Arabia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Namibia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Namibia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Namibia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,Australia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonium nitrate,2020,Australia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Urea,2020,Australia,1,,tCO2/GJ,Dry biomass,Bio,0.112
Ammonia,2020,China,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,China,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,China,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Rest of Asia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Rest of Asia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Rest of Asia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,North America,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,North America,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,North America,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Russia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Russia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Russia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Europe,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Europe,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Europe,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,India,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,India,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,India,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Middle East,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Middle East,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Middle East,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Africa,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Africa,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Africa,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Latin America,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Latin America,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Latin America,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Oceania,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Oceania,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Oceania,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Brazil,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Brazil,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Brazil,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Saudi Arabia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Saudi Arabia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Saudi Arabia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Namibia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Namibia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Namibia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonia,2020,Australia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Ammonium nitrate,2020,Australia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,Australia,1,,tCO2/GJ,Municipal solid waste RdF,Fossil,0.012085
Urea,2020,China,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Rest of Asia,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,North America,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Russia,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Europe,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,India,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Middle East,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Africa,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Latin America,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Oceania,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Brazil,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Saudi Arabia,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Namibia,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Urea,2020,Australia,3_downstream,,tCO2/tUrea,Urea,Fossil,0.7333333333333334
Ammonia,2020,Brazil,2,,tCO2/GJ,Electricity - grid,Fossil,0.0567821449629698
Ammonium nitrate,2020,Brazil,2,,tCO2/GJ,Electricity - grid,Fossil,0.0567821449629698
Urea,2020,Brazil,2,,tCO2/GJ,Electricity - grid,Fossil,0.0567821449629698
Ammonia,2020,Brazil,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0046859546140478
Ammonium nitrate,2020,Brazil,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0046859546140478
Urea,2020,Brazil,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0046859546140478
Ammonia,2020,Saudi Arabia,2,,tCO2/GJ,Electricity - grid,Fossil,0.0797588584779181
Ammonium nitrate,2020,Saudi Arabia,2,,tCO2/GJ,Electricity - grid,Fossil,0.0797588584779181
Urea,2020,Saudi Arabia,2,,tCO2/GJ,Electricity - grid,Fossil,0.0797588584779181
Ammonia,2020,Saudi Arabia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0040932258169005
Ammonium nitrate,2020,Saudi Arabia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0040932258169005
Urea,2020,Saudi Arabia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0040932258169005
Ammonia,2020,Namibia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1235515584802676
Ammonium nitrate,2020,Namibia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1235515584802676
Urea,2020,Namibia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1235515584802676
Ammonia,2020,Namibia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0102921610369597
Ammonium nitrate,2020,Namibia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0102921610369597
Urea,2020,Namibia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0102921610369597
Ammonia,2020,Australia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1745180472950019
Ammonium nitrate,2020,Australia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1745180472950019
Urea,2020,Australia,2,,tCO2/GJ,Electricity - grid,Fossil,0.1745180472950019
Ammonia,2020,Australia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0012977159055098
Ammonium nitrate,2020,Australia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0012977159055098
Urea,2020,Australia,3_upstream,,tCO2/GJ,Natural gas,Fossil,0.0012977159055098
Ammonia,2021,China,2,,tCO2/GJ,Electricity - grid,Fossil,0.1768832384237955
Ammonium nitrate,2021,China,2,,tCO2/GJ,Electricity - grid,Fossil,0.1768832384237955
Urea,2021,China,2,,tCO2/GJ,Electricity - grid,Fossil,0.1768832384237955
Ammonia,2021,North America,2,,tCO2/GJ,Electricity - grid,Fossil,0.0996951418679315
